region,category,parameter,mode,powertrain,year,unit,value
United Kingdom,Historical,EV sales share,Buses,EV,2012,percent,0.18000000715255737
United Kingdom,Historical,EV stock share,Buses,EV,2012,percent,0.026000000536441803
United Kingdom,Historical,EV sales,Buses,BEV,2012,sales,17
United Kingdom,Historical,EV stock share,Vans,EV,2012,percent,0.04699999839067459
United Kingdom,Historical,EV stock share,Cars,EV,2012,percent,0.017000000923871994
United Kingdom,Historical,EV sales share,Cars,EV,2012,percent,0.12999999523162842
United Kingdom,Historical,EV sales share,Trucks,EV,2012,percent,0.01899999938905239
United Kingdom,Historical,EV stock share,Trucks,EV,2012,percent,0.023000000044703484
United Kingdom,Historical,EV sales share,Vans,EV,2012,percent,0.18000000715255737
United Kingdom,Historical,EV sales,Cars,BEV,2012,sales,1700
United Kingdom,Historical,EV stock,Cars,BEV,2012,stock,4600
United Kingdom,Historical,EV sales,Cars,PHEV,2012,sales,990
United Kingdom,Historical,EV stock,Cars,PHEV,2012,stock,1000
United Kingdom,Historical,EV stock,Cars,PHEV,2013,stock,2100
United Kingdom,Historical,EV sales,Cars,PHEV,2013,sales,1100
United Kingdom,Historical,EV stock,Cars,BEV,2013,stock,7200
United Kingdom,Historical,EV sales,Cars,BEV,2013,sales,2700
United Kingdom,Historical,EV stock share,Trucks,EV,2013,percent,0.023000000044703484
United Kingdom,Historical,EV sales share,Cars,EV,2013,percent,0.17000000178813934
United Kingdom,Historical,EV stock share,Cars,EV,2013,percent,0.028999999165534973
United Kingdom,Historical,EV stock share,Vans,EV,2013,percent,0.054999999701976776
United Kingdom,Historical,EV sales share,Vans,EV,2013,percent,0.11999999731779099
United Kingdom,Historical,EV sales,Buses,BEV,2013,sales,23
United Kingdom,Historical,EV stock share,Buses,EV,2013,percent,0.04100000113248825
United Kingdom,Historical,EV sales share,Buses,EV,2013,percent,0.25999999046325684
United Kingdom,Historical,EV stock,Vans,BEV,2013,stock,2100
United Kingdom,Historical,EV sales,Vans,BEV,2013,sales,320
United Kingdom,Historical,EV stock,Trucks,BEV,2013,stock,150
United Kingdom,Historical,EV stock,Buses,BEV,2013,stock,71
United Kingdom,Historical,EV charging points,EV,Publicly available fast,2013,charging points,260
United Kingdom,Historical,EV charging points,EV,Publicly available slow,2013,charging points,5400
United Kingdom,Historical,EV charging points,EV,Publicly available fast,2014,charging points,520
United Kingdom,Historical,EV charging points,EV,Publicly available slow,2014,charging points,7200
United Kingdom,Historical,EV stock,Buses,BEV,2014,stock,120
United Kingdom,Historical,EV stock,Trucks,BEV,2014,stock,150
United Kingdom,Historical,EV sales,Trucks,BEV,2014,sales,6
United Kingdom,Historical,EV sales,Vans,BEV,2014,sales,810
United Kingdom,Historical,EV stock,Vans,BEV,2014,stock,2900
United Kingdom,Historical,EV sales share,Buses,EV,2014,percent,0.5400000214576721
United Kingdom,Historical,EV stock share,Buses,EV,2014,percent,0.07100000232458115
United Kingdom,Historical,EV sales,Buses,BEV,2014,sales,47
United Kingdom,Historical,EV sales share,Vans,EV,2014,percent,0.25
United Kingdom,Historical,EV stock share,Vans,EV,2014,percent,0.07500000298023224
United Kingdom,Historical,EV stock share,Cars,EV,2014,percent,0.07500000298023224
United Kingdom,Historical,EV sales share,Cars,EV,2014,percent,0.5899999737739563
United Kingdom,Historical,EV stock share,Trucks,EV,2014,percent,0.024000000208616257
United Kingdom,Historical,EV sales share,Trucks,EV,2014,percent,0.01600000075995922
United Kingdom,Historical,EV sales,Cars,BEV,2014,sales,6800
United Kingdom,Historical,EV stock,Cars,BEV,2014,stock,14000
United Kingdom,Historical,EV sales,Cars,PHEV,2014,sales,7900
United Kingdom,Historical,EV stock,Cars,PHEV,2014,stock,10000
United Kingdom,Historical,EV sales,Vans,PHEV,2014,sales,7
United Kingdom,Historical,EV stock,Vans,PHEV,2014,stock,7
United Kingdom,Historical,EV stock,Vans,PHEV,2015,stock,100
United Kingdom,Historical,EV sales,Vans,PHEV,2015,sales,99
United Kingdom,Historical,EV stock,Cars,PHEV,2015,stock,28000
United Kingdom,Historical,EV sales,Cars,PHEV,2015,sales,19000
United Kingdom,Historical,EV stock,Cars,BEV,2015,stock,21000
United Kingdom,Historical,EV sales,Cars,BEV,2015,sales,10000
United Kingdom,Historical,EV sales share,Trucks,EV,2015,percent,0.006300000008195639
United Kingdom,Historical,EV stock share,Trucks,EV,2015,percent,0.06800000369548798
United Kingdom,Historical,EV sales share,Cars,EV,2015,percent,1.100000023841858
United Kingdom,Historical,EV stock share,Cars,EV,2015,percent,0.15000000596046448
United Kingdom,Historical,EV stock share,Vans,EV,2015,percent,0.11999999731779099
United Kingdom,Historical,EV sales share,Vans,EV,2015,percent,0.2800000011920929
United Kingdom,Historical,EV sales,Buses,BEV,2015,sales,25
United Kingdom,Historical,EV stock share,Buses,EV,2015,percent,0.11999999731779099
United Kingdom,Historical,EV sales share,Buses,EV,2015,percent,0.23999999463558197
United Kingdom,Historical,EV stock,Vans,BEV,2015,stock,4600
United Kingdom,Historical,EV sales,Vans,BEV,2015,sales,940
United Kingdom,Historical,EV sales,Trucks,BEV,2015,sales,3
United Kingdom,Historical,EV stock,Trucks,BEV,2015,stock,420
United Kingdom,Historical,EV stock,Buses,BEV,2015,stock,190
United Kingdom,Historical,EV charging points,EV,Publicly available fast,2015,charging points,1100
United Kingdom,Historical,EV charging points,EV,Publicly available slow,2015,charging points,8200
United Kingdom,Historical,EV charging points,EV,Publicly available fast,2016,charging points,1800
United Kingdom,Historical,EV charging points,EV,Publicly available slow,2016,charging points,11000
United Kingdom,Historical,EV stock,Buses,BEV,2016,stock,250
United Kingdom,Historical,EV sales,Buses,PHEV,2016,sales,140
United Kingdom,Historical,EV stock,Buses,PHEV,2016,stock,140
United Kingdom,Historical,EV stock,Trucks,BEV,2016,stock,430
United Kingdom,Historical,EV sales,Trucks,BEV,2016,sales,9
United Kingdom,Historical,EV sales,Vans,BEV,2016,sales,1100
United Kingdom,Historical,EV stock,Vans,BEV,2016,stock,5600
United Kingdom,Historical,EV sales share,Buses,EV,2016,percent,2.5999999046325684
United Kingdom,Historical,EV stock share,Buses,EV,2016,percent,0.25
United Kingdom,Historical,EV sales,Buses,BEV,2016,sales,59
United Kingdom,Historical,EV sales share,Vans,EV,2016,percent,0.30000001192092896
United Kingdom,Historical,EV stock share,Vans,EV,2016,percent,0.14000000059604645
United Kingdom,Historical,EV stock share,Cars,EV,2016,percent,0.27000001072883606
United Kingdom,Historical,EV sales share,Cars,EV,2016,percent,1.399999976158142
United Kingdom,Historical,EV stock share,Trucks,EV,2016,percent,0.0729999989271164
United Kingdom,Historical,EV sales share,Trucks,EV,2016,percent,0.035999998450279236
United Kingdom,Historical,EV sales,Cars,BEV,2016,sales,11000
United Kingdom,Historical,EV stock,Cars,BEV,2016,stock,31000
United Kingdom,Historical,EV sales,Cars,PHEV,2016,sales,27000
United Kingdom,Historical,EV stock,Cars,PHEV,2016,stock,55000
United Kingdom,Historical,EV sales,Vans,PHEV,2016,sales,78
United Kingdom,Historical,EV stock,Vans,PHEV,2016,stock,180
United Kingdom,Historical,EV stock,Vans,PHEV,2017,stock,180
United Kingdom,Historical,EV sales,Vans,PHEV,2017,sales,41
United Kingdom,Historical,EV stock,Cars,PHEV,2017,stock,89000
United Kingdom,Historical,EV sales,Cars,PHEV,2017,sales,34000
United Kingdom,Historical,EV stock,Cars,BEV,2017,stock,45000
United Kingdom,Historical,EV sales,Cars,BEV,2017,sales,14000
United Kingdom,Historical,EV stock share,Trucks,EV,2017,percent,0.07699999958276749
United Kingdom,Historical,EV sales share,Cars,EV,2017,percent,1.7999999523162842
United Kingdom,Historical,EV stock share,Cars,EV,2017,percent,0.4099999964237213
United Kingdom,Historical,EV stock share,Vans,EV,2017,percent,0.15000000596046448
United Kingdom,Historical,EV sales share,Vans,EV,2017,percent,0.3400000035762787
United Kingdom,Historical,EV stock share,Buses,EV,2017,percent,0.3400000035762787
United Kingdom,Historical,EV sales share,Buses,EV,2017,percent,1.7999999523162842
United Kingdom,Historical,EV stock,Vans,BEV,2017,stock,6300
United Kingdom,Historical,EV sales,Vans,BEV,2017,sales,1200
United Kingdom,Historical,EV stock,Trucks,BEV,2017,stock,430
United Kingdom,Historical,EV stock,Buses,PHEV,2017,stock,150
United Kingdom,Historical,EV sales,Buses,PHEV,2017,sales,18
United Kingdom,Historical,EV stock,Buses,BEV,2017,stock,340
United Kingdom,Historical,EV sales,Buses,BEV,2017,sales,87
United Kingdom,Historical,EV charging points,EV,Publicly available fast,2017,charging points,2200
United Kingdom,Historical,EV charging points,EV,Publicly available slow,2017,charging points,13000
United Kingdom,Historical,EV charging points,EV,Publicly available fast,2018,charging points,2700
United Kingdom,Historical,EV charging points,EV,Publicly available slow,2018,charging points,15000
United Kingdom,Historical,EV sales,Buses,BEV,2018,sales,98
United Kingdom,Historical,EV stock,Buses,BEV,2018,stock,440
United Kingdom,Historical,EV sales,Buses,PHEV,2018,sales,65
United Kingdom,Historical,EV stock,Buses,PHEV,2018,stock,220
United Kingdom,Historical,EV stock,Trucks,BEV,2018,stock,430
United Kingdom,Historical,EV sales,Vans,BEV,2018,sales,1300
United Kingdom,Historical,EV stock,Vans,BEV,2018,stock,7600
United Kingdom,Historical,EV sales share,Buses,EV,2018,percent,1.7999999523162842
United Kingdom,Historical,EV stock share,Buses,EV,2018,percent,0.47999998927116394
United Kingdom,Historical,EV sales share,Vans,EV,2018,percent,0.36000001430511475
United Kingdom,Historical,EV stock share,Vans,EV,2018,percent,0.18000000715255737
United Kingdom,Historical,EV stock share,Cars,EV,2018,percent,0.5600000023841858
United Kingdom,Historical,EV sales share,Cars,EV,2018,percent,2.0999999046325684
United Kingdom,Historical,EV stock share,Trucks,EV,2018,percent,0.08100000023841858
United Kingdom,Historical,EV sales,Cars,BEV,2018,sales,16000
United Kingdom,Historical,EV stock,Cars,BEV,2018,stock,61000
United Kingdom,Historical,EV sales,Cars,PHEV,2018,sales,35000
United Kingdom,Historical,EV stock,Cars,PHEV,2018,stock,120000
United Kingdom,Historical,EV stock,Vans,PHEV,2018,stock,180
United Kingdom,Historical,EV stock,Vans,PHEV,2019,stock,390
United Kingdom,Historical,EV sales,Vans,PHEV,2019,sales,200
United Kingdom,Historical,EV stock,Cars,PHEV,2019,stock,160000
United Kingdom,Historical,EV sales,Cars,PHEV,2019,sales,37000
United Kingdom,Historical,EV stock,Cars,BEV,2019,stock,99000
United Kingdom,Historical,EV sales,Cars,BEV,2019,sales,38000
United Kingdom,Historical,EV stock share,Trucks,EV,2019,percent,0.07400000095367432
United Kingdom,Historical,EV sales share,Trucks,EV,2019,percent,0.04100000113248825
United Kingdom,Historical,EV sales share,Cars,EV,2019,percent,3.0999999046325684
United Kingdom,Historical,EV stock share,Cars,EV,2019,percent,0.800000011920929
United Kingdom,Historical,EV stock share,Vans,EV,2019,percent,0.25999999046325684
United Kingdom,Historical,EV sales share,Vans,EV,2019,percent,0.9200000166893005
United Kingdom,Historical,EV stock share,Buses,EV,2019,percent,0.6299999952316284
United Kingdom,Historical,EV sales share,Buses,EV,2019,percent,1.600000023841858
United Kingdom,Historical,EV stock,Vans,BEV,2019,stock,11000
United Kingdom,Historical,EV sales,Vans,BEV,2019,sales,3200
United Kingdom,Historical,EV stock,Trucks,BEV,2019,stock,370
United Kingdom,Historical,EV sales,Trucks,BEV,2019,sales,10
United Kingdom,Historical,EV stock,Buses,PHEV,2019,stock,220
United Kingdom,Historical,EV stock,Buses,BEV,2019,stock,590
United Kingdom,Historical,EV sales,Buses,BEV,2019,sales,140
United Kingdom,Historical,EV charging points,EV,Publicly available fast,2019,charging points,4700
United Kingdom,Historical,EV charging points,EV,Publicly available slow,2019,charging points,22000
United Kingdom,Historical,EV charging points,EV,Publicly available fast,2020,charging points,6200
United Kingdom,Historical,EV charging points,EV,Publicly available slow,2020,charging points,27000
United Kingdom,Historical,EV sales,Buses,BEV,2020,sales,180
United Kingdom,Historical,EV stock,Buses,BEV,2020,stock,760
United Kingdom,Historical,EV stock,Buses,PHEV,2020,stock,220
United Kingdom,Historical,EV sales,Trucks,BEV,2020,sales,4
United Kingdom,Historical,EV stock,Trucks,BEV,2020,stock,350
United Kingdom,Historical,EV sales,Vans,BEV,2020,sales,5400
United Kingdom,Historical,EV sales share,Buses,EV,2020,percent,3.799999952316284
United Kingdom,Historical,EV stock share,Buses,EV,2020,percent,0.8600000143051147
United Kingdom,Historical,EV sales share,Vans,EV,2020,percent,2
United Kingdom,Historical,EV stock share,Vans,EV,2020,percent,0.3499999940395355
United Kingdom,Historical,EV stock share,Cars,EV,2020,percent,1.399999976158142
United Kingdom,Historical,EV sales share,Cars,EV,2020,percent,11
United Kingdom,Historical,EV sales share,Trucks,EV,2020,percent,0.01600000075995922
United Kingdom,Historical,EV stock share,Trucks,EV,2020,percent,0.0729999989271164
United Kingdom,Historical,EV sales,Cars,BEV,2020,sales,110000
United Kingdom,Historical,EV stock,Cars,BEV,2020,stock,210000
United Kingdom,Historical,EV sales,Cars,PHEV,2020,sales,67000
United Kingdom,Historical,EV stock,Cars,PHEV,2020,stock,230000
United Kingdom,Historical,EV sales,Vans,PHEV,2020,sales,580
United Kingdom,Historical,EV stock,Vans,PHEV,2020,stock,1000
United Kingdom,Historical,EV stock,Vans,BEV,2020,stock,14000
United Kingdom,Historical,EV stock,Vans,BEV,2021,stock,27000
United Kingdom,Historical,EV stock,Vans,PHEV,2021,stock,2200
United Kingdom,Historical,EV sales,Vans,PHEV,2021,sales,1200
United Kingdom,Historical,EV stock,Cars,PHEV,2021,stock,350000
United Kingdom,Historical,EV sales,Cars,PHEV,2021,sales,120000
United Kingdom,Historical,EV stock,Cars,BEV,2021,stock,400000
United Kingdom,Historical,EV sales,Cars,BEV,2021,sales,190000
United Kingdom,Historical,EV stock share,Trucks,EV,2021,percent,0.10000000149011612
United Kingdom,Historical,EV sales share,Trucks,EV,2021,percent,0.8899999856948853
United Kingdom,Historical,EV stock share,Buses,EV,2021,percent,1.899999976158142
United Kingdom,Historical,EV sales share,Cars,EV,2021,percent,19
United Kingdom,Historical,EV stock share,Cars,EV,2021,percent,2.299999952316284
United Kingdom,Historical,EV sales share,Vans,EV,2021,percent,3.9000000953674316
United Kingdom,Historical,EV sales share,Buses,EV,2021,percent,11
United Kingdom,Historical,EV sales,Vans,BEV,2021,sales,13000
United Kingdom,Historical,EV stock,Trucks,BEV,2021,stock,330
United Kingdom,Historical,EV sales,Trucks,PHEV,2021,sales,150
United Kingdom,Historical,EV stock,Trucks,PHEV,2021,stock,150
United Kingdom,Historical,EV sales,Trucks,BEV,2021,sales,87
United Kingdom,Historical,EV stock,Buses,PHEV,2021,stock,220
United Kingdom,Historical,EV stock,Buses,BEV,2021,stock,1200
United Kingdom,Historical,EV sales,Buses,BEV,2021,sales,440
United Kingdom,Historical,EV charging points,EV,Publicly available fast,2021,charging points,7700
United Kingdom,Historical,EV charging points,EV,Publicly available slow,2021,charging points,29000
USA,Historical,EV charging points,EV,Publicly available slow,2010,charging points,480
USA,Historical,EV stock share,Cars,EV,2010,percent,0.0017000000225380063
USA,Historical,EV sales share,Cars,EV,2010,percent,0.010999999940395355
USA,Historical,EV sales,Cars,BEV,2010,sales,1200
USA,Historical,EV stock,Cars,BEV,2010,stock,3800
USA,Historical,Oil displacement Mbd,Cars,EV,2010,Milion barrels per day,0.0001500000071246177
USA,Historical,Oil displacement Mlge,Cars,EV,2010,Milion litres gasoline equivalent,8.800000190734863
USA,Historical,Oil displacement Mbd,Cars,EV,2011,Milion barrels per day,0.0006300000241026282
USA,Historical,Oil displacement Mlge,Cars,EV,2011,Milion litres gasoline equivalent,36
USA,Historical,EV stock,Cars,BEV,2011,stock,14000
USA,Historical,EV sales,Cars,PHEV,2011,sales,8000
USA,Historical,EV sales,Cars,BEV,2011,sales,9800
USA,Historical,EV stock,Cars,PHEV,2011,stock,8000
USA,Historical,EV sales share,Cars,EV,2011,percent,0.17000000178813934
USA,Historical,EV stock share,Cars,EV,2011,percent,0.009700000286102295
USA,Historical,EV charging points,EV,Publicly available slow,2011,charging points,3900
USA,Historical,EV charging points,EV,Publicly available slow,2012,charging points,12000
USA,Historical,EV stock share,Cars,EV,2012,percent,0.03400000184774399
USA,Historical,EV sales share,Cars,EV,2012,percent,0.4099999964237213
USA,Historical,EV stock,Cars,PHEV,2012,stock,47000
USA,Historical,EV sales,Cars,BEV,2012,sales,15000
USA,Historical,EV sales,Cars,PHEV,2012,sales,39000
USA,Historical,EV stock,Cars,BEV,2012,stock,28000
USA,Historical,Oil displacement Mbd,Cars,EV,2012,Milion barrels per day,0.0015999999595806003
USA,Historical,Oil displacement Mlge,Cars,EV,2012,Milion litres gasoline equivalent,92
USA,Historical,Oil displacement Mbd,Cars,EV,2013,Milion barrels per day,0.0044999998062849045
USA,Historical,Oil displacement Mlge,Cars,EV,2013,Milion litres gasoline equivalent,260
USA,Historical,EV stock,Cars,BEV,2013,stock,76000
USA,Historical,EV sales,Cars,PHEV,2013,sales,49000
USA,Historical,EV sales,Cars,BEV,2013,sales,48000
USA,Historical,EV stock,Cars,PHEV,2013,stock,96000
USA,Historical,EV sales share,Cars,EV,2013,percent,0.7400000095367432
USA,Historical,EV stock share,Cars,EV,2013,percent,0.07800000160932541
USA,Historical,EV charging points,EV,Publicly available slow,2013,charging points,15000
USA,Historical,EV charging points,EV,Publicly available slow,2014,charging points,20000
USA,Historical,EV stock share,Cars,EV,2014,percent,0.12999999523162842
USA,Historical,EV sales share,Cars,EV,2014,percent,0.8899999856948853
USA,Historical,EV stock,Cars,PHEV,2014,stock,150000
USA,Historical,EV sales,Cars,BEV,2014,sales,63000
USA,Historical,EV sales,Cars,PHEV,2014,sales,55000
USA,Historical,EV stock,Cars,BEV,2014,stock,140000
USA,Historical,Oil displacement Mbd,Cars,EV,2014,Milion barrels per day,0.00839999970048666
USA,Historical,Oil displacement Mlge,Cars,EV,2014,Milion litres gasoline equivalent,480
USA,Historical,Oil displacement Mbd,Cars,EV,2015,Milion barrels per day,0.010999999940395355
USA,Historical,Oil displacement Mlge,Cars,EV,2015,Milion litres gasoline equivalent,630
USA,Historical,EV stock,Cars,BEV,2015,stock,210000
USA,Historical,EV sales,Cars,PHEV,2015,sales,43000
USA,Historical,EV sales,Cars,BEV,2015,sales,71000
USA,Historical,EV stock,Cars,PHEV,2015,stock,190000
USA,Historical,Electricity demand,Cars,BEV,2015,GWh,1000
USA,Historical,Electricity demand,Cars,PHEV,2015,GWh,240
USA,Historical,EV sales share,Cars,EV,2015,percent,0.7799999713897705
USA,Historical,EV stock share,Cars,EV,2015,percent,0.18000000715255737
USA,Historical,EV charging points,EV,Publicly available fast,2015,charging points,3500
USA,Historical,EV charging points,EV,Publicly available slow,2015,charging points,28000
USA,Historical,EV charging points,EV,Publicly available fast,2016,charging points,3100
USA,Historical,EV charging points,EV,Publicly available slow,2016,charging points,35000
USA,Historical,EV stock share,Cars,EV,2016,percent,0.25
USA,Historical,EV sales share,Cars,EV,2016,percent,1
USA,Historical,Electricity demand,Cars,BEV,2016,GWh,1400
USA,Historical,Electricity demand,Cars,PHEV,2016,GWh,330
USA,Historical,EV stock,Cars,PHEV,2016,stock,270000
USA,Historical,EV sales,Cars,BEV,2016,sales,87000
USA,Historical,EV sales,Cars,PHEV,2016,sales,73000
USA,Historical,EV stock,Cars,BEV,2016,stock,300000
USA,Historical,Oil displacement Mbd,Cars,EV,2016,Milion barrels per day,0.014000000432133675
USA,Historical,Oil displacement Mlge,Cars,EV,2016,Milion litres gasoline equivalent,820
USA,Historical,Oil displacement Mbd,Cars,EV,2017,Milion barrels per day,0.01899999938905239
USA,Historical,Oil displacement Mlge,Cars,EV,2017,Milion litres gasoline equivalent,1100
USA,Historical,EV stock,Cars,BEV,2017,stock,400000
USA,Historical,EV sales,Cars,PHEV,2017,sales,94000
USA,Historical,EV sales,Cars,BEV,2017,sales,100000
USA,Historical,EV stock,Cars,PHEV,2017,stock,360000
USA,Historical,Electricity demand,Cars,BEV,2017,GWh,1900
USA,Historical,Electricity demand,Cars,PHEV,2017,GWh,450
USA,Historical,EV sales share,Cars,EV,2017,percent,1.2000000476837158
USA,Historical,EV stock share,Cars,EV,2017,percent,0.3400000035762787
USA,Historical,EV charging points,EV,Publicly available fast,2017,charging points,3400
USA,Historical,EV charging points,EV,Publicly available slow,2017,charging points,40000
USA,Historical,EV charging points,EV,Publicly available fast,2018,charging points,4200
USA,Historical,EV charging points,EV,Publicly available slow,2018,charging points,50000
USA,Historical,EV sales share,Cars,EV,2018,percent,2
USA,Historical,EV stock share,Cars,EV,2018,percent,0.49000000953674316
USA,Historical,Electricity demand,Cars,BEV,2018,GWh,3100
USA,Historical,Electricity demand,Cars,PHEV,2018,GWh,600
USA,Historical,EV stock,Cars,PHEV,2018,stock,480000
USA,Historical,EV sales,Cars,BEV,2018,sales,240000
USA,Historical,EV sales,Cars,PHEV,2018,sales,120000
USA,Historical,EV stock,Cars,BEV,2018,stock,640000
USA,Historical,Oil displacement Mbd,Cars,EV,2018,Milion barrels per day,0.028999999165534973
USA,Historical,Oil displacement Mlge,Cars,EV,2018,Milion litres gasoline equivalent,1700
USA,Historical,Oil displacement Mbd,Cars,EV,2019,Milion barrels per day,0.039000000804662704
USA,Historical,Oil displacement Mlge,Cars,EV,2019,Milion litres gasoline equivalent,2300
USA,Historical,EV stock,Cars,BEV,2019,stock,880000
USA,Historical,EV sales,Cars,PHEV,2019,sales,85000
USA,Historical,EV sales,Cars,BEV,2019,sales,240000
USA,Historical,EV stock,Cars,PHEV,2019,stock,570000
USA,Historical,Electricity demand,Cars,BEV,2019,GWh,4300
USA,Historical,Electricity demand,Cars,PHEV,2019,GWh,710
USA,Historical,EV stock share,Cars,EV,2019,percent,0.6299999952316284
USA,Historical,EV sales share,Cars,EV,2019,percent,2.0999999046325684
USA,Historical,EV charging points,EV,Publicly available fast,2019,charging points,13000
USA,Historical,EV charging points,EV,Publicly available slow,2019,charging points,64000
USA,Historical,EV charging points,EV,Publicly available fast,2020,charging points,17000
USA,Historical,EV charging points,EV,Publicly available slow,2020,charging points,82000
USA,Historical,EV sales share,Cars,EV,2020,percent,2.200000047683716
USA,Historical,EV stock share,Cars,EV,2020,percent,0.7699999809265137
USA,Projection-STEPS,EV sales share,Cars,EV,2020,percent,2.200000047683716
USA,Projection-STEPS,EV stock share,Cars,EV,2020,percent,0.7699999809265137
USA,Historical,Electricity demand,Cars,BEV,2020,GWh,5500
USA,Historical,Electricity demand,Cars,PHEV,2020,GWh,800
USA,Projection-APS,EV sales share,Cars,EV,2020,percent,2.200000047683716
USA,Projection-APS,EV stock share,Cars,EV,2020,percent,0.7699999809265137
USA,Projection-APS,EV charging points,EV,Publicly available fast,2020,charging points,17000
USA,Projection-APS,EV charging points,EV,Publicly available slow,2020,charging points,82000
USA,Projection-APS,EV sales,Cars,BEV,2020,sales,230000
USA,Projection-APS,EV sales,Cars,PHEV,2020,sales,64000
USA,Projection-APS,EV stock,Cars,BEV,2020,stock,1100000
USA,Projection-APS,EV stock,Cars,PHEV,2020,stock,640000
USA,Projection-APS,Electricity demand,Cars,BEV,2020,GWh,5500
USA,Projection-APS,Electricity demand,Cars,PHEV,2020,GWh,800
USA,Projection-APS,Oil displacement Mbd,Cars,EV,2020,Milion barrels per day,0.0430000014603138
USA,Projection-APS,Oil displacement Mlge,Cars,EV,2020,Milion litres gasoline equivalent,2500
USA,Historical,EV stock,Cars,PHEV,2020,stock,640000
USA,Historical,EV sales,Cars,BEV,2020,sales,230000
USA,Historical,EV sales,Cars,PHEV,2020,sales,64000
USA,Historical,EV stock,Cars,BEV,2020,stock,1100000
USA,Historical,Oil displacement Mbd,Cars,EV,2020,Milion barrels per day,0.0430000014603138
USA,Historical,Oil displacement Mlge,Cars,EV,2020,Milion litres gasoline equivalent,2500
USA,Projection-STEPS,EV charging points,EV,Publicly available fast,2020,charging points,17000
USA,Projection-STEPS,EV charging points,EV,Publicly available slow,2020,charging points,82000
USA,Projection-STEPS,EV sales,Cars,BEV,2020,sales,230000
USA,Projection-STEPS,EV sales,Cars,PHEV,2020,sales,64000
USA,Projection-STEPS,EV stock,Cars,BEV,2020,stock,1100000
USA,Projection-STEPS,EV stock,Cars,PHEV,2020,stock,640000
USA,Projection-STEPS,Electricity demand,Cars,BEV,2020,GWh,5500
USA,Projection-STEPS,Electricity demand,Cars,PHEV,2020,GWh,800
USA,Projection-STEPS,Oil displacement Mbd,Cars,EV,2020,Milion barrels per day,0.0430000014603138
USA,Projection-STEPS,Oil displacement Mlge,Cars,EV,2020,Milion litres gasoline equivalent,2500
USA,Projection-APS,EV charging points,EV,Publicly available fast,2021,charging points,22000
USA,Projection-APS,EV charging points,EV,Publicly available slow,2021,charging points,92000
USA,Projection-APS,EV sales,Cars,BEV,2021,sales,470000
USA,Projection-APS,EV sales,Cars,PHEV,2021,sales,160000
USA,Projection-APS,EV stock,Cars,BEV,2021,stock,1300000
USA,Projection-APS,EV stock,Cars,PHEV,2021,stock,720000
USA,Projection-APS,Electricity demand,Cars,BEV,2021,GWh,6500
USA,Projection-APS,Electricity demand,Cars,PHEV,2021,GWh,900
USA,Projection-APS,Oil displacement Mbd,Cars,EV,2021,Milion barrels per day,0.05900000035762787
USA,Projection-APS,Oil displacement Mlge,Cars,EV,2021,Milion litres gasoline equivalent,3400
USA,Historical,Oil displacement Mbd,Cars,EV,2021,Milion barrels per day,0.05900000035762787
USA,Historical,Oil displacement Mlge,Cars,EV,2021,Milion litres gasoline equivalent,3400
USA,Projection-STEPS,EV charging points,EV,Publicly available fast,2021,charging points,22000
USA,Projection-STEPS,EV charging points,EV,Publicly available slow,2021,charging points,92000
USA,Projection-STEPS,EV sales,Cars,BEV,2021,sales,470000
USA,Projection-STEPS,EV sales,Cars,PHEV,2021,sales,160000
USA,Projection-STEPS,EV stock,Cars,BEV,2021,stock,1300000
USA,Projection-STEPS,EV stock,Cars,PHEV,2021,stock,720000
USA,Projection-STEPS,Electricity demand,Cars,BEV,2021,GWh,6500
USA,Projection-STEPS,Electricity demand,Cars,PHEV,2021,GWh,900
USA,Projection-STEPS,Oil displacement Mbd,Cars,EV,2021,Milion barrels per day,0.05900000035762787
USA,Projection-STEPS,Oil displacement Mlge,Cars,EV,2021,Milion litres gasoline equivalent,3400
USA,Historical,EV stock,Cars,BEV,2021,stock,1300000
USA,Historical,EV sales,Cars,PHEV,2021,sales,160000
USA,Historical,EV sales,Cars,BEV,2021,sales,470000
USA,Historical,EV stock,Cars,PHEV,2021,stock,720000
USA,Projection-APS,EV stock share,Cars,EV,2021,percent,0.8999999761581421
USA,Projection-APS,EV sales share,Cars,EV,2021,percent,4.599999904632568
USA,Historical,Electricity demand,Cars,BEV,2021,GWh,6500
USA,Historical,Electricity demand,Cars,PHEV,2021,GWh,900
USA,Projection-STEPS,EV stock share,Cars,EV,2021,percent,0.8999999761581421
USA,Projection-STEPS,EV sales share,Cars,EV,2021,percent,4.599999904632568
USA,Historical,EV stock share,Cars,EV,2021,percent,0.8999999761581421
USA,Historical,EV sales share,Cars,EV,2021,percent,4.599999904632568
USA,Historical,EV charging points,EV,Publicly available fast,2021,charging points,22000
USA,Historical,EV charging points,EV,Publicly available slow,2021,charging points,92000
USA,Projection-APS,EV charging points,EV,Publicly available fast,2025,charging points,150000
USA,Projection-APS,EV charging points,EV,Publicly available slow,2025,charging points,580000
USA,Projection-STEPS,EV charging points,EV,Publicly available fast,2025,charging points,120000
USA,Projection-STEPS,EV charging points,EV,Publicly available slow,2025,charging points,440000
USA,Projection-STEPS,EV stock share,Trucks,EV,2025,percent,0.3799999952316284
USA,Projection-STEPS,EV sales share,Cars,EV,2025,percent,13
USA,Projection-STEPS,EV stock share,Cars,EV,2025,percent,4
